writing_id,task_topic,task_type,c2_task_topic,edit_distance,move_sequence,c2_sequence,feedback_rag,feedback_oneshot,RAG_specificity,RAG_helpfulness,RAG_validity,One-shot_specificity,One-shot_helpfulness,One-shot_validity,rag_vs_oneshot_specificity,rag_vs_oneshot_helpfulness,rag_vs_oneshot_validity,heuristic_flags,error_type_primary,error_type_secondary,notes
2172,Writing an online profile,narrative,Writing a resume,4,Social_Opening -> Self_Introduction -> Self_Introduction -> Opinion_Evaluation -> Social_Opening -> Social_Opening -> Social_Closing,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start with a social opening, introduce yourself twice, share your opinion, and end with two more social openings before closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically have a clearer structure with fewer repeated moves. They use social openings at the beginning and end but avoid unnecessary repetition in between.

ONE THING TO TRY:
Try adding one more sentence about your interests or hobbies after introducing yourself, but remove one of the extra social openings you added. This will make your profile更有结构。试着在自我介绍后添加一两句话来表达你的兴趣或爱好，这样可以减少重复，并使你的个人资料更具吸引力。","Great job! You've started with a friendly greeting and introduced yourself by telling us your name and age. That’s a good start. Next time, you could add more details about what you do or like to do. For example, after mentioning that you enjoy music, you might say what kind of music you like. This will help give us a better picture of who you are. Keep it simple and friendly!",4.0,2.0,2.0,4.0,3.0,3.2,0.0,-1.0,-1.2000000000000002,"repetition-focused, abstract-advice, weaker-retrieval, large-validity-gap, large-helpfulness-gap",retrieval/task mismatch,"repetition-focused, abstract-advice, weaker-retrieval, large-validity-gap, large-helpfulness-gap",
5511,Writing an online profile,narrative,Writing a resume,4,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Narrative_Experience -> Social_Closing -> Social_Closing,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by saying hello and introducing yourself twice. Then you mention your age and hometown before ending with a social closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically have clearer beginnings and endings without repeating themselves as much.

ONE THING TO TRY:
Try to start with just one self-introduction, like ""Hello! My name's Leda."" Then add your age and hometown in the next sentence. This will make your introduction more concise and clear.","Great job starting with ""Hello!"" and introducing yourself! You’ve shared your name, age, and city clearly. To make it even better, you could add a sentence about what you like about the city or something interesting about yourself. This will give your profile more personality. Keep up the good work!",3.0,3.0,2.2,4.0,3.0,3.4,-1.0,0.0,-1.1999999999999995,"repetition-focused, weaker-retrieval, large-validity-gap",retrieval/task mismatch,"repetition-focused, weaker-retrieval, large-validity-gap",
3390,Making a dinner party menu,descriptive,Writing an email of advice,1,Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing -> Social_Closing,Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by listing your menu items and then end with a social closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often provide an introduction to set the context before stating their opinion or evaluation.

ONE THING TO TRY:
Try starting with a simple sentence like ""I am making a dinner party menu for my friends."" This is an Opinion_Evaluation move that sets the scene.","Great job organizing your menu into different sections! You did well by mentioning starters, main courses, and desserts. Just add a short sentence at the start to say this is your dinner party menu, like you did in the first example. Keep up the good work!",2.0,2.0,2.0,4.0,3.8,3.0,-2.0,-1.7999999999999998,-1.0,"explicit-move-label, large-validity-gap, large-helpfulness-gap",weak structural diagnosis,"explicit-move-label, large-validity-gap, large-helpfulness-gap",
5984,Taking inventory in the office,descriptive,Filling in an arrival card,0,Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing,Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by reporting information about computers and keyboards, then list other office items before saying goodbye twice.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often separate different categories of items to make the text clearer and easier to follow.

ONE THING TO TRY:
Try listing items in groups, like grouping all the furniture together. This will help organize your writing better. Use Information_Reporting for each group.","Great job listing all the items in the office! You did a good job by separating different types of things like computers, pens, desks, and chairs. To make it even clearer, you could add a small sentence at the beginning to tell Ms Thomas what you are doing. For example, ""Hello Ms Thomas, I am taking inventory of the office items."" This helps explain why you wrote about each thing. Keep up the good work!",3.0,3.0,3.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,"explicit-move-label, large-validity-gap, large-helpfulness-gap",weak structural diagnosis,"explicit-move-label, large-validity-gap, large-helpfulness-gap",
380,Making a dinner party menu,descriptive,Rescheduling an appointment,2,Social_Opening -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing,Social_Closing -> Social_Closing -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Opinion_Evaluation -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start with a social opening and then list all your menu items without much organization.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often use a more structured approach to present their ideas clearly.

ONE THING TO TRY:
Try using a Social_Closing at the end of your menu. This helps wrap up your writing nicely, like saying ""That’s all for our dinner party menu!""","Great job! You’ve divided your menu into different sections which is very clear. You could add a short sentence at the beginning to tell everyone this is your dinner party menu. For example: ""Hi! This is my dinner party menu:"" That way, it’s even easier for people to understand what you wrote. Keep up the good work!",3.0,3.0,3.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,"explicit-move-label, large-validity-gap, large-helpfulness-gap",weak structural diagnosis,"explicit-move-label, large-validity-gap, large-helpfulness-gap",
694,Writing an online profile,narrative,Writing a resume,3,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing -> Social_Closing,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by saying hello and introducing yourself twice. Then you mention your age, place of origin, and current location. You say nice to meet you and goodbye twice.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often use a clear structure with an opening and closing without repeating themselves as much.

ONE THING TO TRY:
Try starting with just one self-introduction move (Social_Opening) and end with a simple closing. For example: ""Hello! My name's Ronaldo Ruy. I'm twenty-nine years old, from Rio de Janeiro in Brazil, now living in Ceara.""","Great job, Ronaldo! Your profile tells us about you in a clear way. You start with your name and age, then where you're from. It’s nice to see that you say ""Hello"" at the beginning and ""Good bye"" at the end. To make it even better, consider putting all the information together so it flows more smoothly. Keep up the good work!",3.0,2.0,2.0,4.0,3.0,3.0,-1.0,-1.0,-1.0,"repetition-focused, explicit-move-label, large-validity-gap, large-helpfulness-gap",weak structural diagnosis,"repetition-focused, explicit-move-label, large-validity-gap, large-helpfulness-gap",
1455,Describing your family in an email,descriptive,Writing an email of advice,3,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction,Social_Opening -> Social_Closing -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by greeting and introducing yourself three times.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically have a clear beginning and ending without repetitive introductions.

ONE THING TO TRY:
Try to introduce yourself just once at the beginning. This will make your email clearer and easier to understand.","Great job starting with ""Hi!"" to greet your friend! You’re doing well by introducing yourself. Here’s a small suggestion to make it clearer: add a sentence about your family after saying your name. For example, “I have a happy family here in Brazil.” This helps organize the information better. Keep up the good work!",3.0,2.0,2.0,3.0,3.0,3.0,0.0,-1.0,-1.0,"abstract-advice, large-validity-gap, large-helpfulness-gap",too abstract/generic,"abstract-advice, large-validity-gap, large-helpfulness-gap",
3154,Writing an online profile,narrative,Writing a resume,3,Self_Introduction -> Self_Introduction -> Information_Reporting -> Self_Introduction -> Social_Closing,Information_Reporting -> Physical_Description -> Social_Closing,"YOUR CURRENT STRUCTURE:
You introduce yourself twice and then mix information about where you live and your age with details about your job and beliefs.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually organize their introduction more clearly, starting with basic information like name and place of origin before moving on to other details.

ONE THING TO TRY:
Try starting with just your name and where you are from. This will make your profile easier to follow. This is an Information_Reporting move.","Great job! You've arranged your information clearly. You start with greetings and your name, then tell where you're from, where you live now, and how old you are. After that, you share what you do. This is a good order. Keep it simple like this, and you'll make it easy for people to understand!",3.0,3.0,3.0,3.0,4.0,4.0,0.0,-1.0,-1.0,"explicit-move-label, large-validity-gap, large-helpfulness-gap",weak structural diagnosis,"explicit-move-label, large-validity-gap, large-helpfulness-gap",
604,Writing an online profile,narrative,Writing a resume,4,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing,Social_Opening -> Information_Reporting -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by saying hello and introducing yourself three times. You also say goodbye at the end.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually have a more balanced structure with different types of information throughout.

ONE THING TO TRY:
Try adding some information about your interests or hobbies. This can make your profile more interesting and engaging. It’s like telling us what you like to do in your free time.","Great job, Gabriel! You've started your profile by introducing yourself and sharing your age and where you're from. It's nice to meet you too! Next time, try adding more about what you like or what you do in your free time. This will make your profile more interesting. Keep it simple and fun!",4.0,3.0,3.0,4.0,4.0,4.0,0.0,-1.0,-1.0,"weaker-retrieval, large-validity-gap, large-helpfulness-gap",retrieval/task mismatch,"weaker-retrieval, large-validity-gap, large-helpfulness-gap",
1435,Describing your family in an email,descriptive,Filling in an arrival card,5,Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing,Information_Reporting -> Information_Reporting -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by introducing yourself four times and then close with a social closing twice.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually have a clearer structure with fewer repeated moves.

ONE THING TO TRY:
Try adding one more sentence about your family members, like ""My father is a teacher, and my sister is in high school."" This will help you report information clearly without repeating yourself.","Great job starting with your name and age! Adding where you're from helps set the scene. Next time, try to organize your family members into a sentence or two. For example, ""My family includes my father, my mother, and my sister."" This makes it easier for readers to follow. Keep smiling!",3.0,2.0,2.0,3.0,3.0,3.0,0.0,-1.0,-1.0,"repetition-focused, closing-emphasis, weaker-retrieval, large-validity-gap, large-helpfulness-gap",retrieval/task mismatch,"repetition-focused, closing-emphasis, weaker-retrieval, large-validity-gap, large-helpfulness-gap",
4668,Updating your online profile,narrative,Writing a resume,5,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Information_Reporting -> Information_Reporting -> Information_Reporting,Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting -> Information_Reporting,"YOUR CURRENT STRUCTURE:
You start by introducing yourself and then keep providing information about your age, place of origin, and job.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers might organize their thoughts more clearly, like starting with a general statement and then adding details, rather than just listing information.

ONE THING TO TRY:
Try starting with a sentence about why you are updating your online profile. This is an Information_Reporting move that can help set the context for your writing.","Great job! You've written clearly and in a good order. First, you tell us your name and age. Then you say where you're from and what you do. It’s easy to understand. Just remember to group similar information together next time, like putting your job details at the end. Keep it simple and clear—great work!",3.0,3.0,3.0,3.0,4.0,4.0,0.0,-1.0,-1.0,"explicit-move-label, weaker-retrieval, large-validity-gap, large-helpfulness-gap",retrieval/task mismatch,"explicit-move-label, weaker-retrieval, large-validity-gap, large-helpfulness-gap",
4275,Describing your family in an email,descriptive,Writing an email of advice,4,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction,Social_Opening -> Social_Closing -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by introducing yourself and then keep repeating your self-introduction. You don’t mention anything about your family members.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically include different types of information to describe their families, such as the relationship between family members.

ONE THING TO TRY:
Try adding a sentence to introduce each family member by name and their relation to you. For example, ""My father is John."" This helps organize your writing better.","Great job starting with ""Hi!"" and introducing yourself! It's good to add a sentence about your family members after that. For example, you could say, ""They are my mom, dad, and sister."" This helps organize the information better. Keep up the good work!",3.0,2.2,2.0,3.0,3.0,3.0,0.0,-0.7999999999999998,-1.0,"repetition-focused, weaker-retrieval, large-validity-gap",retrieval/task mismatch,"repetition-focused, weaker-retrieval, large-validity-gap",
6800,Describing your family in an email,descriptive,Writing an email of advice,4,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing,Social_Opening -> Social_Closing -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by greeting Maria and introduce yourself. Then you keep introducing different parts of your information repeatedly.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers usually have a clearer structure with fewer repeated moves.

ONE THING TO TRY:
Try organizing your family members in one sentence, like ""There are five people in my family: my husband, daughter, old brother, sister, and me."" This helps keep the information clear without repeating yourself. This is a Social_Closing move type that summarizes your introduction.","Great start with introducing yourself! It’s good to see you include different parts of your family. To make it clearer, try adding a sentence or two about each family member after mentioning them. For example, ""My husband is 51 years old and works as the boss of a company."" This helps paint a fuller picture for Maria. Keep up the good work!",2.8,2.2,3.0,3.0,3.0,4.0,-0.2000000000000001,-0.7999999999999998,-1.0,"repetition-focused, closing-emphasis, explicit-move-label, weaker-retrieval, large-validity-gap",retrieval/task mismatch,"repetition-focused, closing-emphasis, explicit-move-label, weaker-retrieval, large-validity-gap",
4214,Writing an online profile,narrative,Writing a resume,4,Social_Opening -> Opinion_Evaluation -> Self_Introduction -> Self_Introduction -> Social_Opening -> Social_Closing,Social_Opening -> Information_Reporting -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start with a social opening, then repeat your self-introduction twice, followed by another social opening and closing.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically organize their writing into clear sections without repeating themselves.

ONE THING TO TRY:
Try to write one paragraph about yourself instead of repeating. This is called Self_Introduction.","Great job! Your profile has a good order. You start by introducing yourself and your age, then tell where you're from. Next, you share what you like to do. It's clear and easy to understand. Just remember to put the information about your hobbies together with your interests at the end. Keep up the good work!",3.0,2.4,2.0,3.0,3.0,3.0,0.0,-0.6000000000000001,-1.0,"repetition-focused, abstract-advice, explicit-move-label, weaker-retrieval, large-validity-gap",retrieval/task mismatch,"repetition-focused, abstract-advice, explicit-move-label, weaker-retrieval, large-validity-gap",
2698,Writing an online profile,narrative,Writing a resume,4,Self_Introduction -> Self_Introduction -> Self_Introduction -> Opinion_Evaluation -> Social_Opening -> Social_Closing,Information_Reporting -> Information_Reporting -> Social_Closing -> Opinion_Evaluation -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You introduce yourself three times and then express your opinion and say goodbye. 

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers often provide more information about themselves before closing the conversation.

ONE THING TO TRY:
Add a sentence or two about something interesting you like to do outside of cooking. This can be another Information_Reporting move, giving readers a better idea of who you are.","Great job! You've shared some nice information about yourself. It's good to start with your name and age, like you did. Adding where you're from (So Paulo) helps give a fuller picture. Mentioning that you enjoy cooking is great too, as it tells us something personal about you. Ending with ""Nice to meet you"" shows friendliness. To make it even better, consider putting the cooking information after your location, like this: ""I'm thirty-four years old and from So Paulo in Brazil. I love to cook! Nice to meet you."" This way, you're sharing more details about yourself step-by-step. Keep up the good work!",3.0,2.6,2.0,3.0,3.0,3.0,0.0,-0.3999999999999999,-1.0,"explicit-move-label, weaker-retrieval, large-validity-gap",retrieval/task mismatch,"explicit-move-label, weaker-retrieval, large-validity-gap",
5700,Writing an online profile,narrative,Writing a resume,4,Social_Opening -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Self_Introduction -> Social_Closing -> Social_Closing,Social_Opening -> Social_Opening -> Social_Closing -> Social_Closing,"YOUR CURRENT STRUCTURE:
You start by greeting and introducing yourself four times, then ask a question twice before ending with a farewell.

WHAT ADVANCED WRITERS DO DIFFERENTLY:
Advanced writers typically structure their writing with clear beginnings and ends, often using fewer repeated moves.

ONE THING TO TRY:
Try to make your profile more varied by including one or two sentences about what you like doing in Recife. This will help keep the reader interested and add more detail to your introduction (Social_Opening).","Great job starting with your name and age! It's good to ask readers about themselves too. You could add a bit more information next time, like where you live or what you do. Ending with ""Bye!"" is a bit abrupt. Try to keep it friendly but not too short. Keep practicing!",3.0,2.6,2.0,3.0,3.0,3.0,0.0,-0.3999999999999999,-1.0,"repetition-focused, explicit-move-label, weaker-retrieval, large-validity-gap",retrieval/task mismatch,"repetition-focused, explicit-move-label, weaker-retrieval, large-validity-gap",
